bank_name,year,quarter,fiscal_quarter,car,cost_to_income,debt_to_equity,liquidity_coverage,npa_ratio,roa,crisis_label
KARNATAKA BANK,2018,Q4,FY2018-Q4,12.2206,34.4107,11.7012,130.0,2.8978,0.512,0
KARNATAKA BANK,2019,Q1,FY2019-Q1,12.3172,32.9741,12.1925,128.9298,3.0417,0.5172,0
KARNATAKA BANK,2019,Q2,FY2019-Q2,12.6435,31.4838,12.2653,128.1529,2.9853,0.5701,0
KARNATAKA BANK,2019,Q3,FY2019-Q3,13.0353,29.6574,12.2792,127.6495,2.9307,0.6269,0
KARNATAKA BANK,2019,Q4,FY2019-Q4,13.3676,28.5685,12.3327,128.0,2.8881,0.6688,0
KARNATAKA BANK,2020,Q1,FY2020-Q1,12.919,30.0463,12.6794,134.112,3.0671,0.5779,0
KARNATAKA BANK,2020,Q2,FY2020-Q2,12.8807,30.2178,12.7368,136.7029,3.0286,0.5695,0
KARNATAKA BANK,2020,Q3,FY2020-Q3,12.8928,30.567,12.7069,139.8173,3.0115,0.5566,0
KARNATAKA BANK,2020,Q4,FY2020-Q4,13.0732,31.3779,12.6281,143.0,3.0153,0.5538,0
KARNATAKA BANK,2021,Q1,FY2021-Q1,13.5291,33.8523,12.3105,148.2159,3.2384,0.5178,0
KARNATAKA BANK,2021,Q2,FY2021-Q2,13.9969,34.1013,12.0628,150.3107,3.2224,0.5484,0
KARNATAKA BANK,2021,Q3,FY2021-Q3,14.5465,33.9704,11.7774,151.3501,3.1901,0.5785,0
KARNATAKA BANK,2021,Q4,FY2021-Q4,15.0728,34.0979,11.5855,151.0,3.123,0.5956,0
KARNATAKA BANK,2022,Q1,FY2022-Q1,15.1106,34.7326,11.67,144.2946,2.9315,0.5221,0
KARNATAKA BANK,2022,Q2,FY2022-Q2,15.3154,34.3431,11.6495,141.342,2.7575,0.5162,0
KARNATAKA BANK,2022,Q3,FY2022-Q3,15.5507,33.5452,11.6149,138.0183,2.5641,0.5298,0
KARNATAKA BANK,2022,Q4,FY2022-Q4,15.8949,32.9035,11.5867,135.0,2.3692,0.5852,0
KARNATAKA BANK,2023,Q1,FY2023-Q1,16.2598,31.4991,11.4121,130.7164,2.0865,0.7947,0
KARNATAKA BANK,2023,Q2,FY2023-Q2,16.7092,30.321,11.254,129.309,1.9142,0.9587,0
KARNATAKA BANK,2023,Q3,FY2023-Q3,17.2158,28.9867,11.0115,128.4721,1.771,1.1256,0
KARNATAKA BANK,2023,Q4,FY2023-Q4,17.7118,28.1558,10.7626,128.0,1.6643,1.2644,0
KARNATAKA BANK,2024,Q1,FY2024-Q1,17.574,27.9692,10.2253,127.413,1.6512,1.2016,0
KARNATAKA BANK,2024,Q2,FY2024-Q2,17.7733,27.4564,9.9442,127.2345,1.5994,1.2432,0
KARNATAKA BANK,2024,Q3,FY2024-Q3,17.9896,26.8905,9.639,127.1137,1.5683,1.2527,0
KARNATAKA BANK,2024,Q4,FY2024-Q4,18.27,26.6578,9.3813,127.0,1.5468,1.2436,0
KARNATAKA BANK,2025,Q1,FY2025-Q1,18.438,26.0169,9.1144,126.2425,1.5213,1.0507,0
KARNATAKA BANK,2025,Q2,FY2025-Q2,18.7821,25.3745,8.9423,125.9905,1.4707,1.0402,0
KARNATAKA BANK,2025,Q3,FY2025-Q3,19.3364,24.3023,8.8081,125.5933,1.3949,1.0513,0
KARNATAKA BANK,2025,Q4,FY2025-Q4,20.1477,23.122,8.7799,125.0,1.2825,1.0972,0
KARUR VYSYA BANK,2015,Q1,FY2015-Q1,17.4777,22.3261,12.0544,114.6447,3.3046,0.9163,0
KARUR VYSYA BANK,2015,Q2,FY2015-Q2,16.3646,21.7924,11.8131,116.049,2.1569,0.8904,0
KARUR VYSYA BANK,2015,Q3,FY2015-Q3,15.489,21.1435,11.6158,117.1481,1.3218,0.8935,0
KARUR VYSYA BANK,2015,Q4,FY2015-Q4,14.8393,20.7928,11.5145,118.0,0.7636,0.9196,0
KARUR VYSYA BANK,2016,Q1,FY2016-Q1,13.0841,21.1538,11.631,119.563,0.4144,0.8951,0
KARUR VYSYA BANK,2016,Q2,FY2016-Q2,12.6608,20.8722,11.6003,120.0952,0.2981,0.9531,0
KARUR VYSYA BANK,2016,Q3,FY2016-Q3,12.4209,20.614,11.5441,120.5548,0.3513,1.0156,0
KARUR VYSYA BANK,2016,Q4,FY2016-Q4,12.3526,20.7928,11.5145,121.0,0.5384,1.0764,0
KARUR VYSYA BANK,2017,Q1,FY2017-Q1,12.0395,23.3989,11.4546,122.6889,1.4951,0.998,0
KARUR VYSYA BANK,2017,Q2,FY2017-Q2,12.1354,23.879,11.3583,123.2798,1.8011,1.0359,0
KARUR VYSYA BANK,2017,Q3,FY2017-Q3,12.3689,24.4912,11.1688,124.0308,2.1402,1.0536,0
KARUR VYSYA BANK,2017,Q4,FY2017-Q4,12.7281,25.7391,10.9346,125.0,2.4769,1.045,0
KARUR VYSYA BANK,2018,Q1,FY2018-Q1,13.2166,31.0725,10.3135,127.6875,3.4478,0.7673,0
KARUR VYSYA BANK,2018,Q2,FY2018-Q2,13.6357,32.5455,9.9698,128.8606,3.6661,0.6966,0
KARUR VYSYA BANK,2018,Q3,FY2018-Q3,14.1212,33.7466,9.6279,129.7284,3.8711,0.6208,0
KARUR VYSYA BANK,2018,Q4,FY2018-Q4,14.6464,35.1072,9.4072,130.0,4.0726,0.5538,0
KARUR VYSYA BANK,2019,Q1,FY2019-Q1,15.0349,38.2367,9.4938,128.9298,4.7636,0.3868,0
KARUR VYSYA BANK,2019,Q2,FY2019-Q2,15.4242,38.5723,9.4996,128.1529,4.8718,0.3517,0
KARUR VYSYA BANK,2019,Q3,FY2019-Q3,15.8267,38.4306,9.5061,127.6495,4.9205,0.332,0
KARUR VYSYA BANK,2019,Q4,FY2019-Q4,16.24,38.6318,9.5075,128.0,4.8754,0.3239,0
KARUR VYSYA BANK,2020,Q1,FY2020-Q1,16.3323,40.2164,9.4408,134.112,4.643,0.2898,0
KARUR VYSYA BANK,2020,Q2,FY2020-Q2,16.6138,40.0768,9.3152,136.7029,4.3732,0.2981,0
KARUR VYSYA BANK,2020,Q3,FY2020-Q3,16.9686,39.5859,9.1594,139.8173,4.0859,0.3132,0
KARUR VYSYA BANK,2020,Q4,FY2020-Q4,17.4276,39.4108,9.075,143.0,3.8377,0.3344,0
KARUR VYSYA BANK,2021,Q1,FY2021-Q1,17.8075,39.3571,9.3039,148.2159,3.7169,0.3665,0
KARUR VYSYA BANK,2021,Q2,FY2021-Q2,18.2748,38.5901,9.3466,150.3107,3.5743,0.4058,0
KARUR VYSYA BANK,2021,Q3,FY2021-Q3,18.7779,37.4577,9.3725,151.3501,3.4593,0.4538,0
KARUR VYSYA BANK,2021,Q4,FY2021-Q4,19.2647,36.6632,9.3986,151.0,3.3384,0.512,0
KARUR VYSYA BANK,2022,Q1,FY2022-Q1,18.9663,35.8983,9.4286,144.2946,3.0118,0.6169,0
KARUR VYSYA BANK,2022,Q2,FY2022-Q2,19.1362,34.8919,9.3537,141.342,2.7992,0.7061,0
KARUR VYSYA BANK,2022,Q3,FY2022-Q3,19.3027,33.835,9.2302,138.0183,2.5484,0.801,0
KARUR VYSYA BANK,2022,Q4,FY2022-Q4,19.4982,33.4496,9.137,135.0,2.2615,0.8987,0
KARUR VYSYA BANK,2023,Q1,FY2023-Q1,18.7501,34.5375,9.1732,130.7164,1.5618,0.998,0
KARUR VYSYA BANK,2023,Q2,FY2023-Q2,18.792,34.4335,9.1229,129.309,1.2454,1.108,0
KARUR VYSYA BANK,2023,Q3,FY2023-Q3,18.8317,34.0765,9.062,128.4721,0.9554,1.2177,0
KARUR VYSYA BANK,2023,Q4,FY2023-Q4,18.8384,33.8712,9.0402,128.0,0.7245,1.3271,0
KARUR VYSYA BANK,2024,Q1,FY2024-Q1,17.4739,32.681,9.1699,127.413,0.5061,1.3753,0
KARUR VYSYA BANK,2024,Q2,FY2024-Q2,17.2025,31.564,9.1546,127.2345,0.4259,1.4916,0
KARUR VYSYA BANK,2024,Q3,FY2024-Q3,16.9956,30.0686,9.1047,127.1137,0.3947,1.602,0
KARUR VYSYA BANK,2024,Q4,FY2024-Q4,16.92,28.8549,9.0678,127.0,0.3916,1.7033,0
KARUR VYSYA BANK,2025,Q1,FY2025-Q1,16.7747,27.4565,9.0043,126.2425,0.3527,1.6203,0
KARUR VYSYA BANK,2025,Q2,FY2025-Q2,16.9717,26.3655,8.9186,125.9905,0.3422,1.6979,0
KARUR VYSYA BANK,2025,Q3,FY2025-Q3,17.5054,25.4552,8.7712,125.5933,0.2969,1.7579,0
KARUR VYSYA BANK,2025,Q4,FY2025-Q4,18.4426,25.3213,8.6068,125.0,0.1958,1.7974,0
KOTAK MAHINDRA BANK,2015,Q1,FY2015-Q1,17.5631,37.5131,5.6728,114.6447,1.2612,3.9708,0
KOTAK MAHINDRA BANK,2015,Q2,FY2015-Q2,17.4724,35.0419,5.5328,116.049,1.0819,3.1236,0
KOTAK MAHINDRA BANK,2015,Q3,FY2015-Q3,17.4236,33.0162,5.4179,117.1481,0.9649,2.4988,0
KOTAK MAHINDRA BANK,2015,Q4,FY2015-Q4,17.4276,31.9358,5.3531,118.0,0.9007,2.0691,0
KOTAK MAHINDRA BANK,2016,Q1,FY2016-Q1,16.5347,32.3005,5.3958,119.563,0.9748,1.3681,0
KOTAK MAHINDRA BANK,2016,Q2,FY2016-Q2,16.4654,31.8949,5.3772,120.0952,0.9742,1.2227,0
KOTAK MAHINDRA BANK,2016,Q3,FY2016-Q3,16.4786,31.6067,5.3546,120.5548,0.9983,1.1904,0
KOTAK MAHINDRA BANK,2016,Q4,FY2016-Q4,16.5851,31.9358,5.3531,121.0,1.0377,1.2436,0
KOTAK MAHINDRA BANK,2017,Q1,FY2017-Q1,16.2333,34.4432,5.4136,122.6889,1.205,1.3498,0
KOTAK MAHINDRA BANK,2017,Q2,FY2017-Q2,16.3655,34.7608,5.4002,123.2798,1.2302,1.5082,0
KOTAK MAHINDRA BANK,2017,Q3,FY2017-Q3,16.6246,34.8476,5.354,124.0308,1.2429,1.67,0
KOTAK MAHINDRA BANK,2017,Q4,FY2017-Q4,17.0215,35.2641,5.2997,125.0,1.2335,1.8078,0
KOTAK MAHINDRA BANK,2018,Q1,FY2018-Q1,17.2669,36.2176,5.1809,127.6875,1.1735,1.6937,0
KOTAK MAHINDRA BANK,2018,Q2,FY2018-Q2,17.6854,35.96,5.0873,128.8606,1.1066,1.75,0
KOTAK MAHINDRA BANK,2018,Q3,FY2018-Q3,18.1174,35.1044,4.984,129.7284,1.0312,1.7833,0
KOTAK MAHINDRA BANK,2018,Q4,FY2018-Q4,18.4933,34.1683,4.9188,130.0,0.9594,1.8078,0
KOTAK MAHINDRA BANK,2019,Q1,FY2019-Q1,17.7772,31.746,4.9951,128.9298,0.8789,1.6182,0
KOTAK MAHINDRA BANK,2019,Q2,FY2019-Q2,17.7543,30.0001,4.9953,128.1529,0.8243,1.6541,0
KOTAK MAHINDRA BANK,2019,Q3,FY2019-Q3,17.714,28.3816,4.9973,127.6495,0.7773,1.7022,0
KOTAK MAHINDRA BANK,2019,Q4,FY2019-Q4,17.7118,27.8463,5.0191,128.0,0.7342,1.766,0
KOTAK MAHINDRA BANK,2020,Q1,FY2020-Q1,17.1996,32.0093,5.0622,134.112,0.7217,1.6898,0
KOTAK MAHINDRA BANK,2020,Q2,FY2020-Q2,17.2536,33.1403,5.051,136.7029,0.6854,1.7841,0
KOTAK MAHINDRA BANK,2020,Q3,FY2020-Q3,17.5487,34.5615,4.9829,139.8173,0.6726,1.8759,0
KOTAK MAHINDRA BANK,2020,Q4,FY2020-Q4,18.1584,36.5993,4.8699,143.0,0.6951,1.9542,0
KOTAK MAHINDRA BANK,2021,Q1,FY2021-Q1,19.6224,42.5809,4.451,148.2159,0.9595,1.7825,0
KOTAK MAHINDRA BANK,2021,Q2,FY2021-Q2,20.6086,43.969,4.2379,150.3107,1.0329,1.8279,0
KOTAK MAHINDRA BANK,2021,Q3,FY2021-Q3,21.6558,44.8021,4.018,151.3501,1.1146,1.874,0
KOTAK MAHINDRA BANK,2021,Q4,FY2021-Q4,22.5939,45.8616,3.8553,151.0,1.1846,1.9332,0
KOTAK MAHINDRA BANK,2022,Q1,FY2022-Q1,22.4853,48.3511,3.7966,144.2946,1.2915,1.8644,0
KOTAK MAHINDRA BANK,2022,Q2,FY2022-Q2,22.7344,48.353,3.7675,141.342,1.2871,1.9739,0
KOTAK MAHINDRA BANK,2022,Q3,FY2022-Q3,22.8861,47.6717,3.7574,138.0183,1.2513,2.0964,0
KOTAK MAHINDRA BANK,2022,Q4,FY2022-Q4,23.0304,47.1604,3.7609,135.0,1.1846,2.2258,0
KOTAK MAHINDRA BANK,2023,Q1,FY2023-Q1,22.03,46.372,3.7909,130.7164,0.9701,2.1875,0
KOTAK MAHINDRA BANK,2023,Q2,FY2023-Q2,22.0256,45.0776,3.7645,129.309,0.8544,2.3255,0
KOTAK MAHINDRA BANK,2023,Q3,FY2023-Q3,22.0641,43.5966,3.7296,128.4721,0.735,2.4578,0
KOTAK MAHINDRA BANK,2023,Q4,FY2023-Q4,22.127,42.9528,3.7231,128.0,0.6266,2.5812,0
KOTAK MAHINDRA BANK,2024,Q1,FY2024-Q1,20.9311,44.6328,3.8785,127.413,0.4778,2.4324,0
KOTAK MAHINDRA BANK,2024,Q2,FY2024-Q2,20.7947,44.5501,3.916,127.2345,0.4119,2.5384,0
KOTAK MAHINDRA BANK,2024,Q3,FY2024-Q3,20.7547,44.3475,3.9461,127.1137,0.3645,2.6361,0
KOTAK MAHINDRA BANK,2024,Q4,FY2024-Q4,20.8582,44.635,3.9797,127.0,0.3329,2.7274,0
KOTAK MAHINDRA BANK,2025,Q1,FY2025-Q1,20.779,44.7234,3.9772,126.2425,0.3227,2.5114,0
KOTAK MAHINDRA BANK,2025,Q2,FY2025-Q2,21.0747,44.0641,3.9544,125.9905,0.3103,2.5972,0
KOTAK MAHINDRA BANK,2025,Q3,FY2025-Q3,21.6606,42.4973,3.8717,125.5933,0.3048,2.6825,0
KOTAK MAHINDRA BANK,2025,Q4,FY2025-Q4,22.5837,40.5591,3.7385,125.0,0.3035,2.7692,0
LAKSHMI VILAS BANK,2015,Q1,FY2015-Q1,11.9922,5.0,13.5249,115.0877,0.8814,2.5764,0
LAKSHMI VILAS BANK,2015,Q2,FY2015-Q2,11.7423,7.8684,13.9126,116.2792,1.4165,1.6319,0
LAKSHMI VILAS BANK,2015,Q3,FY2015-Q3,11.5839,15.9531,14.1436,117.2344,1.7096,1.0029,0
LAKSHMI VILAS BANK,2015,Q4,FY2015-Q4,11.5101,20.9466,14.3224,118.0,1.8112,0.6374,0
LAKSHMI VILAS BANK,2016,Q1,FY2016-Q1,10.845,24.0627,14.7688,119.5227,1.6543,0.4304,0
LAKSHMI VILAS BANK,2016,Q2,FY2016-Q2,10.78,24.2687,14.8097,120.0492,1.5137,0.4377,0
LAKSHMI VILAS BANK,2016,Q3,FY2016-Q3,10.7773,23.0344,14.7647,120.526,1.3305,0.552,0
LAKSHMI VILAS BANK,2016,Q4,FY2016-Q4,10.83,21.4285,14.741,121.0,1.1552,0.721,0
LAKSHMI VILAS BANK,2017,Q1,FY2017-Q1,10.3998,21.0084,15.0268,122.7177,1.2898,0.8456,0
LAKSHMI VILAS BANK,2017,Q2,FY2017-Q2,10.4132,20.0298,15.0097,123.3258,1.2567,0.972,0
LAKSHMI VILAS BANK,2017,Q3,FY2017-Q3,10.4608,20.3152,14.9782,124.071,1.3844,0.9966,1
LAKSHMI VILAS BANK,2017,Q4,FY2017-Q4,10.5357,22.9612,15.0409,125.0,1.723,0.8673,1
LAKSHMI VILAS BANK,2018,Q1,FY2018-Q1,10.0307,39.403,15.6635,127.6127,3.6541,-0.1558,1
LAKSHMI VILAS BANK,2018,Q2,FY2018-Q2,10.009,45.4488,15.8042,128.7225,4.2806,-0.6552,1
LAKSHMI VILAS BANK,2018,Q3,FY2018-Q3,9.9876,51.2326,15.878,129.596,4.9483,-1.1802,1
LAKSHMI VILAS BANK,2018,Q4,FY2018-Q4,9.9572,56.4427,15.938,130.0,5.5411,-1.6406,1
LAKSHMI VILAS BANK,2019,Q1,FY2019-Q1,8.8897,62.7168,16.1258,129.2002,6.8711,-1.9698,1
LAKSHMI VILAS BANK,2019,Q2,FY2019-Q2,8.6503,63.3463,16.042,128.6592,7.0707,-2.1976,1
LAKSHMI VILAS BANK,2019,Q3,FY2019-Q3,8.3114,62.3451,15.9055,128.1385,7.2046,-2.3379,1
LAKSHMI VILAS BANK,2019,Q4,FY2019-Q4,7.8358,61.5047,15.8618,128.0,7.3327,-2.4244,1
LAKSHMI VILAS BANK,2020,Q1,FY2020-Q1,6.0,64.84,16.7929,133.1052,8.7454,-2.2863,1
LAKSHMI VILAS BANK,2020,Q2,FY2020-Q2,6.0,64.4028,16.9828,134.8158,8.9055,-2.375,1
LAKSHMI VILAS BANK,2020,Q3,FY2020-Q3,6.0,64.9762,17.3132,137.9935,9.2468,-2.5108,1
LAKSHMI VILAS BANK,2020,Q4,FY2020-Q4,6.0,68.4786,17.9425,143.0,9.8292,-2.7274,1
PUNJAB AND SIND BANK,2015,Q1,FY2015-Q1,11.5447,21.1552,11.5051,114.6447,7.2913,0.3714,0
PUNJAB AND SIND BANK,2015,Q2,FY2015-Q2,11.4376,20.9352,13.5154,116.049,5.4313,0.2319,0
PUNJAB AND SIND BANK,2015,Q3,FY2015-Q3,11.3927,20.496,14.8383,117.1481,4.1886,0.1579,0
PUNJAB AND SIND BANK,2015,Q4,FY2015-Q4,11.4086,20.2617,15.6652,118.0,3.4754,0.1358,0
PUNJAB AND SIND BANK,2016,Q1,FY2016-Q1,10.9169,20.6567,16.2819,119.563,3.7423,0.1903,0
PUNJAB AND SIND BANK,2016,Q2,FY2016-Q2,10.9137,20.3825,16.3126,120.0952,3.7626,0.2382,0
PUNJAB AND SIND BANK,2016,Q3,FY2016-Q3,10.9664,20.1094,16.0432,120.5548,4.0521,0.2977,0
PUNJAB AND SIND BANK,2016,Q4,FY2016-Q4,11.0736,20.2617,15.6652,121.0,4.523,0.3553,0
PUNJAB AND SIND BANK,2017,Q1,FY2017-Q1,10.8163,22.9513,15.0506,122.6889,6.2731,0.3211,0
PUNJAB AND SIND BANK,2017,Q2,FY2017-Q2,10.8988,23.4562,14.6551,123.2798,6.7357,0.3305,0
PUNJAB AND SIND BANK,2017,Q3,FY2017-Q3,11.0324,24.1506,14.3509,124.0308,7.1247,0.2976,0
PUNJAB AND SIND BANK,2017,Q4,FY2017-Q4,11.2158,25.555,14.3212,125.0,7.3523,0.209,0
PUNJAB AND SIND BANK,2018,Q1,FY2018-Q1,11.0379,31.5902,15.6058,127.6875,7.5783,-0.1906,0
PUNJAB AND SIND BANK,2018,Q2,FY2018-Q2,11.1633,33.3385,16.0528,128.8606,7.3499,-0.3941,0
PUNJAB AND SIND BANK,2018,Q3,FY2018-Q3,11.297,34.8018,16.5102,129.7284,7.0546,-0.5846,0
PUNJAB AND SIND BANK,2018,Q4,FY2018-Q4,11.4188,36.3836,16.9468,130.0,6.7845,-0.721,0
PUNJAB AND SIND BANK,2019,Q1,FY2019-Q1,10.9543,39.2847,17.6824,128.9298,7.0851,-0.6352,0
PUNJAB AND SIND BANK,2019,Q2,FY2019-Q2,10.9299,39.5612,17.7846,128.1529,6.9509,-0.6153,0
PUNJAB AND SIND BANK,2019,Q3,FY2019-Q3,10.9616,39.1217,17.7242,127.6495,6.9438,-0.5577,0
PUNJAB AND SIND BANK,2019,Q4,FY2019-Q4,11.094,38.7225,17.656,128.0,7.0684,-0.4912,0
PUNJAB AND SIND BANK,2020,Q1,FY2020-Q1,11.435,41.8551,17.467,134.112,7.9585,-0.5024,0
PUNJAB AND SIND BANK,2020,Q2,FY2020-Q2,11.7502,41.5484,17.3031,136.7029,8.0981,-0.5332,0
PUNJAB AND SIND BANK,2020,Q3,FY2020-Q3,12.25,42.5802,16.9651,139.8173,8.1101,-0.6686,0
PUNJAB AND SIND BANK,2020,Q4,FY2020-Q4,12.9514,46.8039,16.4969,143.0,7.8614,-0.951,0
PUNJAB AND SIND BANK,2021,Q1,FY2021-Q1,14.5557,65.5324,14.5963,148.2159,6.4117,-1.6975,0
PUNJAB AND SIND BANK,2021,Q2,FY2021-Q2,15.4574,72.9197,13.7507,150.3107,5.5815,-2.2108,0
PUNJAB AND SIND BANK,2021,Q3,FY2021-Q3,16.4079,77.7197,12.7541,151.3501,4.7031,-2.5875,0
PUNJAB AND SIND BANK,2021,Q4,FY2021-Q4,17.3159,78.495,11.7373,151.0,3.9552,-2.6647,0
PUNJAB AND SIND BANK,2022,Q1,FY2022-Q1,17.8153,58.0173,9.5765,144.2946,3.2686,-1.167,0
PUNJAB AND SIND BANK,2022,Q2,FY2022-Q2,18.2765,47.4241,8.6679,141.342,2.9789,-0.4777,0
PUNJAB AND SIND BANK,2022,Q3,FY2022-Q3,18.6104,35.4135,7.9064,138.0183,2.8137,0.2741,0
PUNJAB AND SIND BANK,2022,Q4,FY2022-Q4,18.8181,25.7468,7.4196,135.0,2.6825,0.8882,0
PUNJAB AND SIND BANK,2023,Q1,FY2023-Q1,17.7205,19.812,7.4674,130.7164,2.3717,1.1447,0
PUNJAB AND SIND BANK,2023,Q2,FY2023-Q2,17.5405,18.3625,7.5083,129.309,2.1642,1.228,0
PUNJAB AND SIND BANK,2023,Q3,FY2023-Q3,17.3923,19.0767,7.6426,128.4721,1.9632,1.1572,0
PUNJAB AND SIND BANK,2023,Q4,FY2023-Q4,17.3565,20.8172,7.8083,128.0,1.8014,1.0241,0
PUNJAB AND SIND BANK,2024,Q1,FY2024-Q1,16.7937,23.9012,8.1578,127.413,1.7338,0.6424,0
PUNJAB AND SIND BANK,2024,Q2,FY2024-Q2,16.8865,24.4465,8.1933,127.2345,1.6669,0.5377,0
PUNJAB AND SIND BANK,2024,Q3,FY2024-Q3,17.1055,24.4399,8.1971,127.1137,1.6281,0.4658,0
PUNJAB AND SIND BANK,2024,Q4,FY2024-Q4,17.4174,24.4977,8.2664,127.0,1.5958,0.4284,0
PUNJAB AND SIND BANK,2025,Q1,FY2025-Q1,17.137,25.9547,9.303,126.2425,1.4191,0.4445,0
PUNJAB AND SIND BANK,2025,Q2,FY2025-Q2,17.3296,25.8869,9.5876,125.9905,1.3271,0.4894,0
PUNJAB AND SIND BANK,2025,Q3,FY2025-Q3,17.5155,25.9334,10.0221,125.5933,1.1746,0.574,0
PUNJAB AND SIND BANK,2025,Q4,FY2025-Q4,17.661,26.7516,10.7182,125.0,0.9398,0.7001,0
PUNJAB NATIONAL BANK,2015,Q1,FY2015-Q1,16.0744,5.0,13.9999,114.6447,0.0,5.1119,0
PUNJAB NATIONAL BANK,2015,Q2,FY2015-Q2,14.3235,21.6648,14.7636,116.049,0.0,3.049,0
PUNJAB NATIONAL BANK,2015,Q3,FY2015-Q3,13.1217,36.0509,15.2196,117.1481,1.2065,1.5567,0
PUNJAB NATIONAL BANK,2015,Q4,FY2015-Q4,12.3932,45.1147,15.5043,118.0,3.9747,0.5538,0
PUNJAB NATIONAL BANK,2016,Q1,FY2016-Q1,11.2814,50.7731,15.8475,119.563,7.4489,-0.3946,0
PUNJAB NATIONAL BANK,2016,Q2,FY2016-Q2,11.1197,51.1073,15.8242,120.0952,8.3029,-0.6953,0
PUNJAB NATIONAL BANK,2016,Q3,FY2016-Q3,11.201,48.5822,15.6644,120.5548,8.5659,-0.7493,0
PUNJAB NATIONAL BANK,2016,Q4,FY2016-Q4,11.4492,45.1147,15.5043,121.0,8.4292,-0.6374,0
PUNJAB NATIONAL BANK,2017,Q1,FY2017-Q1,11.4243,39.7752,15.5443,122.6889,8.29,-0.1635,0
PUNJAB NATIONAL BANK,2017,Q2,FY2017-Q2,11.6459,36.4194,15.4188,123.2798,7.8393,0.0611,0
PUNJAB NATIONAL BANK,2017,Q3,FY2017-Q3,11.808,34.6384,15.3282,124.0308,7.5609,0.2088,1
PUNJAB NATIONAL BANK,2017,Q4,FY2017-Q4,11.8349,36.1866,15.4081,125.0,7.646,0.1985,1
PUNJAB NATIONAL BANK,2018,Q1,FY2018-Q1,10.4828,53.6272,16.3828,127.6875,9.7326,-0.4985,1
PUNJAB NATIONAL BANK,2018,Q2,FY2018-Q2,10.0701,60.1652,16.679,128.8606,10.3572,-0.9014,1
PUNJAB NATIONAL BANK,2018,Q3,FY2018-Q3,9.6529,66.3887,16.9101,129.7284,10.8905,-1.3284,1
PUNJAB NATIONAL BANK,2018,Q4,FY2018-Q4,9.338,71.6716,17.0889,130.0,11.004,-1.672,1
PUNJAB NATIONAL BANK,2019,Q1,FY2019-Q1,8.9861,73.0633,16.9243,128.9298,9.5667,-1.5679,1
PUNJAB NATIONAL BANK,2019,Q2,FY2019-Q2,9.0006,71.6992,16.7334,128.1529,8.5521,-1.5821,1
PUNJAB NATIONAL BANK,2019,Q3,FY2019-Q3,9.287,67.706,16.2997,127.6495,7.3999,-1.4822,1
PUNJAB NATIONAL BANK,2019,Q4,FY2019-Q4,9.876,62.9796,15.7175,128.0,6.4222,-1.3062,1
PUNJAB NATIONAL BANK,2020,Q1,FY2020-Q1,11.6287,51.091,14.0628,134.112,5.9587,-0.6129,0
PUNJAB NATIONAL BANK,2020,Q2,FY2020-Q2,12.59,45.432,13.2632,136.7029,5.6834,-0.3552,0
PUNJAB NATIONAL BANK,2020,Q3,FY2020-Q3,13.5578,40.2338,12.5128,139.8173,5.6275,-0.1259,0
PUNJAB NATIONAL BANK,2020,Q4,FY2020-Q4,14.3622,36.8857,12.0253,143.0,5.6586,0.0418,0
PUNJAB NATIONAL BANK,2021,Q1,FY2021-Q1,14.3357,36.6359,12.195,148.2159,5.9639,0.1489,0
PUNJAB NATIONAL BANK,2021,Q2,FY2021-Q2,14.4672,36.3538,12.2619,150.3107,5.869,0.1729,0
PUNJAB NATIONAL BANK,2021,Q3,FY2021-Q3,14.4953,36.5483,12.3913,151.3501,5.7477,0.1651,0
PUNJAB NATIONAL BANK,2021,Q4,FY2021-Q4,14.5348,37.1883,12.5253,151.0,5.6097,0.1568,0
PUNJAB NATIONAL BANK,2022,Q1,FY2022-Q1,14.13,38.218,12.6656,144.2946,5.469,0.1817,0
PUNJAB NATIONAL BANK,2022,Q2,FY2022-Q2,14.2208,37.68,12.5736,141.342,5.2494,0.2157,0
PUNJAB NATIONAL BANK,2022,Q3,FY2022-Q3,14.4197,36.8113,12.4233,138.0183,4.9967,0.2507,0
PUNJAB NATIONAL BANK,2022,Q4,FY2022-Q4,14.7175,36.5815,12.3622,135.0,4.6992,0.2717,0
PUNJAB NATIONAL BANK,2023,Q1,FY2023-Q1,14.7814,38.2221,12.8326,130.7164,3.9358,0.2172,0
PUNJAB NATIONAL BANK,2023,Q2,FY2023-Q2,15.0634,38.3234,12.9461,129.309,3.5296,0.199,0
PUNJAB NATIONAL BANK,2023,Q3,FY2023-Q3,15.3886,38.0399,13.041,128.4721,3.099,0.1839,0
PUNJAB NATIONAL BANK,2023,Q4,FY2023-Q4,15.7325,37.7325,13.1447,128.0,2.6629,0.1881,0
PUNJAB NATIONAL BANK,2024,Q1,FY2024-Q1,15.562,34.9895,13.3532,127.413,1.7421,0.2938,0
PUNJAB NATIONAL BANK,2024,Q2,FY2024-Q2,15.7373,33.221,13.3187,127.2345,1.3528,0.3675,0
PUNJAB NATIONAL BANK,2024,Q3,FY2024-Q3,15.9467,30.8966,13.1938,127.1137,1.0047,0.4603,0
PUNJAB NATIONAL BANK,2024,Q4,FY2024-Q4,16.2096,28.754,13.0731,127.0,0.7147,0.5643,0
